,index,artist,id,album_id,genres,genre
0,0,A Boogie Wit da Hoodie,0Veyvc3n9AcLSoK3r1dA12,3r5hf3Cj3EMh1C2saQ8jyt,NA,"rap, trap music"
1,20,21 Savage,2t8yVaLvJ0RenpXUIAC52d,007DWn799UWvfY1wwZeENR,NA,"atl hip hop, rap, trap music"
2,35,Soundtrack,5zsHmE2gO3RefVsPyw2e3T,35s58BRTGAEWztPo9WqCIs,NA,"nyc rap, house"
3,48,Meek Mill,3EQ9QP2E7wjYQba8OSPBst,6UYZEYjpN1DYRW0kqFy9ZE,NA,"hip hop, philly rap, pop, pop rap, rap, southern hip hop, trap music"
4,67,Post Malone,3fpVWegR6YOS1Yk5HSMYIq,6trNtQUgC8cgbWcqoMYkOR,NA,"pop, rap"
5,85,Travis Scott,7wBJfHzpfI3032CSD7CE2m,41GuZcammIkupMPKH2OJ6I,NA,"pop, pop rap, rap"
6,102,Lady Gaga & Bradley Cooper,69iiDrtnLNPWviEvaaRuvC,4sLtOBOzn4s3GDUv3c5oJD,NA,
7,136,Drake,2yg9UN4eo5eMVJ7OB4RWj3,1ATL5GLyefJaxhQzSPVrLX,NA,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
8,161,Kodak Black,6Gg25EZRbQd4IHiJz2KSY0,5n1GSzC1Reao29ScnpLYqp,NA,"miami hip hop, rap, trap music"
9,186,Bad Bunny,278kSqsZIiYp8p3QjYAqa8,7CjJb2mikwAWA1V6kewFBF,NA,"reggaeton, trap latino"
10,201,Juice WRLD,7LoWAhcGbxSkT6trTqXQR6,6tkjU4Umpo79wwkgPMV3nZ,NA,chicago rap
11,218,Cardi B,7p2ewixAShLpjDZrnzZK7c,4KdtEKjY3Gi0mKiSdy96ML,NA,"pop, rap"
12,231,YoungBoy Never Broke Again,5zRPYlxK5EtXMKbflBKovY,3o5se5blwiAdJPk8yAw1EQ,NA,trap music
13,243,Lil Baby & Gunna,6PoKfDY78ih5OveWirggRX,2yXnY2NiaZk9QiJJittS81,NA,"atl hip hop, atl trap, rap, trap music, atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music, chicago rap, drill, hip hop, rap, southern hip hop, trap music, canadian hip hop, pop, pop rap, rap, southern hip hop, trap music"
14,256,Luke Combs,2cLbHhoGUUDFygKYSksKHV,53Oa5Bu0UTU8o8qCTaHKoz,NA,"contemporary country, country road"
15,273,Ariana Grande,0v2LUO8oTHnkjQ8MmKuXyk,3tx8gQqWbGwqIGZHqDNrGe,NA,"dance pop, pop, post-teen pop"
16,288,Billie Eilish,5w7wuzMzsDer96KqxafeRK,7fRrTyKvE4Skh93v97gtcU,NA,"electropop, pop"
17,297,XXXTENTACION,2aOPvzjpMwikBgngKcxsA9,2Ti79nwTsont5ZHfdxIzAm,NA,"emo rap, miami hip hop"
18,315,Lil Baby,7cW1wHpSLYgKWzoWlOCPFJ,4iF44RCCybJtkBkMoqrLW2,NA,"atl hip hop, atl trap, rap, trap music"
19,328,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,3JfSxDfmwS5OeHPwLSkrfr,NA,"modern rock, rock"
20,361,Lil Wayne,3ZVw1HR1QAQoKBygbhG4CE,50yFYgKdwJANZ5O9MIbMkg,NA,"hip hop, new orleans rap, pop, pop rap, rap, trap music"
21,384,6ix9ine,6k2iq1yULhXILe0i8xQqPF,03KcW1ZhaSnj8pIk1LUNQs,NA,"emo rap, nyc rap, trap music"
22,397,Panic! At The Disco,3BDxv4ORzOpXAsa4lWVl4i,6ApYSpXF8GxZAgBTHDzYge,NA,"emo, modern rock, pop punk"
23,408,Taylor Swift,2yLa0QULdQr0qAIvVwN6B5,6DEjYFkNZh67HP7R9PSZvv,NA,"dance pop, pop, post-teen pop"
24,423,Ed Sheeran,7oolFzHipTMg2nL7shhdz2,3T4tUhGYeRNVUGevb0wThu,NA,"pop, uk pop"
25,439,Dan + Shay,3ZsLuJ8uU0lE6rGTkDaqEg,0g1F5eGVwX4Sxi1n8ojPkE,NA,contemporary country
26,450,Original Broadway Cast Recording,4TTV7EcfroSLWzXRY6gLv6,1kCHru7uhxBUdzkm4gzRQc,NA,"broadway, hollywood, show tunes, vocal jazz, hollywood, show tunes, alternative hip hop, show tunes, show tunes, hollywood, show tunes, hollywood, show tunes, broadway, show tunes"
27,508,Ella Mai,439gEXy3QO4CwMA2Fd8yDS,67ErXRS9s9pVG8JmFbrdJ0,NA,"dance pop, pop, r&b, uk contemporary r&b"
28,534,Metro Boomin,00KjOnN3U40e3lXFUOue7h,3IO8IPjwXuzPJnoaqkwYrj,NA,"hip hop, pop, pop rap, rap, southern hip hop, trap music, atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
29,560,Gucci Mane,3ASAYRguYpPkXZD8ntc4Pg,5xqQtdlJUY7Fg4BMp13LrX,NA,"atl hip hop, dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
30,578,Lauren Daigle,2tXZxXmknsaVTNTaCvnlx8,6pmoTLfsPpn0wisT3YFJSN,NA,"ccm, christian music, worship"
31,591,Eminem,2jt2WxXMCD4zjACthkJQVE,3HNnxK7NgLXbDoxRZxNWiR,NA,"detroit hip hop, g funk, hip hop, rap"
32,604,Ski Mask The Slump God,3nTDO6k4R6i3FpKx0QNgJ5,0z0z4DcXhHiobX5ZKAw8Qn,NA,"miami hip hop, rap, trap music"
33,617,Trippie Redd,5aXgz1oKK8Q9z9xvTmSnrO,6qRbGZqJ3aQY8N8bcHc1ug,NA,"rap, trap music"
34,633,Khalid,1k0QMCm5kF3CBjCQ37vDLl,2Qxc2NJ7yPKVFRWi3llRr2,NA,pop
35,640,Benny Blanco,7FGq80cy8juXBCD2nrqdWU,7dQ734EW0iLvQfF6vBFNiZ,NA,"dance pop, electropop, pop, tropical house, dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop, pop"
36,673,Bazzi,6fZpcVRr45Z6fLtciswBBU,5EEkfRgfYHiFu0lGur6Z6M,NA,"dance pop, pop, post-teen pop"
37,716,Nicki Minaj,3LHYmz86DxGInsRp3wiiW5,2acDkDTWdNFie1HjcFa4Ny,NA,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b"
38,735,Kane Brown,3RM16YBGNG6uRGQingNajz,5F5RuYUEtxLiByZVVCkoUs,NA,"contemporary country, country road"
39,748,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,2VP96XdMOKTXefI8Nui23s,NA,"canadian pop, dance pop, pop, post-teen pop, viral pop"
40,762,Migos,43dOwOq0mB4i6j4SpcSkqC,7fd7SEK25VS3gJAUgSwL6y,NA,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
41,786,Journey,6S89Xbg2YPxmS5VfDBlZVt,1Gtf2hZQlOGVER16uemmzR,NA,"album rock, classic rock, hard rock, mellow gold, rock, soft rock"
42,802,Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,2vD3zSQr8hNlg0obNel4TE,NA,"dance pop, pop, post-teen pop, r&b"
43,813,Future & Juice WRLD,1AGPmw3QJBNfOK6XioDhZp,3LpIwZdzFwc10psLingT8x,NA,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
44,833,Kendrick Lamar,1n4jwRVXdkK2U34nBDUKKT,4eLPsYPBmXABThSJ821sqY,NA,"conscious hip hop, hip hop, pop rap, rap, west coast rap"
45,847,Chris Stapleton,178OI1A3qjROeFeh8lmNwW,7lxHnls3yQNl8B9bILmHj7,NA,contemporary country
46,861,Daryl Hall John Oates,6CCIS8toYWbIKWlWwWqu1v,4tUyNf5dGXwY4TaMaxwhqF,NA,"album rock, folk rock, mellow gold, rock, soft rock, yacht rock"
47,896,twenty one pilots,1E1uGhNdBe6Dddbgs2KqtZ,621cXqrTSSJi1WqDMSLmbL,NA,"pop punk, rock"
48,910,5 Seconds Of Summer,2iUXsYOEPhVqEBwsqP70rE,2D0Hi3Jj6RFnpWDcSa0Otu,NA,"boy band, dance pop, pop, post-teen pop"
49,926,Thomas Rhett,2d48mamATjby7wgPjdrSOQ,4w5Jvreahp3yvLqc4vCr9I,NA,"contemporary country, country, country road, modern country rock, contemporary country"
50,952,Sheck Wes,3Ahh4FUw5EfmjMzOBjjnwY,15Id9Jrqab8IwHFirdrrLp,NA,"rap, trap music, underground hip hop, vapor trap"
51,966,Lil Uzi Vert,65kp3OFn7JXbCvkm3m2Ui2,733e1ZfktLSwj96X5rsMeE,NA,"philly rap, rap, trap music"
52,982,Tory Lanez,3DS5BKVLatgjEMYKqLxCFY,4QSsoW3XoitQA1NrfoCjwr,NA,"canadian hip hop, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap music"
53,997,Bebe Rexha,3hfPmifit8Rtc0zj9WYQlU,4TOkZvtqNpg5UHyGxCn0mS,NA,"dance pop, electropop, pop, post-teen pop"
54,1011,Mac Miller,01z2fBGB8Hl3Jd3zXe4IXR,5wtE5aLX5r7jOosmPhJhhk,NA,"hip hop, pittsburgh rap, pop rap, rap"
55,1063,Elton John,2bUXfclD8DwJwwUENtSCWu,1uzIyRT1QxDx4fMIX0UiAE,NA,"glam rock, mellow gold, piano rock, rock, soft rock"
56,1113,Fleetwood Mac,4SZhxF0sIS8nDvwhT0Tt2V,0BwWUstDMUbgq2NYONRqlu,NA,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock"
57,1163,Maroon 5,6m9RExR1U4qZZYAgOatzSn,3ThQ5dvf9wlqB0C7evh5nH,NA,pop
58,1179,NF,6e56CkYWD3JO6ovFZBA8po,1KOmHyNLuOe5YrPhD3Juuf,NA,"hip hop, rap"
59,1195,Bob Marley And The Wailers,3y540Z9QFePg2CyZYWZMyI,0tiPal8J7t3B9tPF7kGWDi,NA,reggae
60,1243,H.E.R.,20E9JE3J8dHNDj9saOeNgu,0pV0Mx07aMApIpF19oSQgY,NA,"pop, r&b"
61,1284,Queen,73GPjzTe0NsBwOrYBGhDR0,3BHe7LbW5yRjyqXNJ3A6mW,NA,"glam rock, rock"
62,1306,Tom Petty And The Heartbreakers,6SIV02mskzzc3KXK7t4NHj,3q6Bz38jmqRDkXI7j5Hb9Y,NA,"album rock, classic rock, folk rock, hard rock, heartland rock, mellow gold, pop rock, psychedelic rock, rock, roots rock, soft rock"
63,1324,BTS,3p6hnejEQYXkiTO1lAzVc0,2lATw9ZAVp7ILQcOKPCPqp,NA,k-pop
64,1363,J. Cole,52Hq1nvCDDZ17dhgGWLnCI,4Wv5UAieM1LDEYVq5WmqDd,NA,"conscious hip hop, hip hop, nc hip hop, pop rap, rap"
65,1425,Jason Aldean,1XU9HVG66cjmFsKWDSSvaq,5irmzpXixcdNF2ZJjcrN0A,NA,"contemporary country, country, country road"
66,1456,Kevin Gates,1N0VXvVxSoMp66StV03Opo,0iU6k5p5NFNbAc1MOFMusJ,NA,"hip hop, pop rap, rap, southern hip hop, trap music"
67,1474,Billy Joel,3FCto7hnn1shUyZL42YgfO,7r36rel1M4gyBavfcJP6Yz,NA,"album rock, classic rock, folk rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
68,1524,SZA,5wTVNpi5WDByxBgKgUE6MU,76290XdXVF9rPzGdNRWdCh,NA,"hip hop, pop, pop rap, r&b, rap"
69,1538,Mitchell Tenpenny,5wBfIOzzWyPZ7Ri6tpM2kM,4ZRa15xusMfr3hLWUNGBG0,NA,"contemporary country, country pop, heartland rock"
70,1550,Quavo,6Q36XucqrejMId3RydVhch,2DjfazR5N3TgXBQ7oVALA1,NA,"atl hip hop, pop, pop rap, rap, southern hip hop, trap music"
71,1592,Dua Lipa,4P76CEIXrrWT2cgS1YrTMr,01sfgrNbnnPUEyz6GZYlt9,NA,"dance pop, pop, post-teen pop, uk pop"
72,1609,Halsey,7gBHiMoHNnPCqt1YR7sM2P,7GjG91tyHQNGEHzKJaqOi0,NA,"dance pop, electropop, etherpop, indie poptimism, pop, post-teen pop"
73,1625,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,2ODvWsOgouMbaA5xf0RkJe,NA,"canadian contemporary r&b, canadian pop, pop, rap, electro, electronic, filter house"
74,1663,2Pac,4Tttv4p2xuAq1LpQ7LI95E,1WBZyULtlANBKed7Zf9cDP,NA,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
75,1688,Bob Seger & The Silver Bullet Band,2wqb7r1wxnKE5NjErYsFjd,3RRcYI9ZM3nOiIo3bzaLeJ,NA,"album rock, classic rock, folk rock, hard rock, heartland rock, mellow gold, rock, soft rock, southern rock"
76,1702,Michael Jackson,1cCwhFAlkZdbQ7nVFgS9I5,77dNyQA0z8dV33M4so4eRY,NA,"adult standards, christmas, motown"
77,1740,Brett Young,6zkHymyoD3tIqV7RwCAYUw,6MTPPsqX8KnmDWmnQmbxJ5,NA,contemporary country
78,1752,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,4PgleR09JVnm3zY1fW3XBA,NA,"dance pop, pop, post-teen pop"
79,1761,Eagles,5kT9zYfbVQa2Dz1s2QJ7aw,2Lgsa7jbu86SK5zJVFCh3S,NA,"album rock, classic rock, folk rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
80,1771,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,6ZvDJs17O3woQirttKRYCG,NA,"dance pop, edm, electropop, pop, tropical house, contemporary country, indonesian jazz, pop, post-teen pop"
81,1781,6LACK,3Q33RhbyoFul9LdKKjticI,3fc97ZWLIMc1xawhxbKrh2,NA,"alternative r&b, atl hip hop, hip hop, pop, pop rap, rap, trap music"
82,1795,Red Hot Chili Peppers,23NPGXlSaIqWzvxIRhM2oG,53tvjWbVNZKd3CvpENkzOC,NA,"alternative rock, funk metal, permanent wave, post-grunge, rock"
83,1811,Mumford & Sons,1xjIDl9Eh5lBMjIRqMnAZL,3thbkS5Ijz41mAbAOat7wc,NA,"folk-pop, modern rock, neo mellow, stomp and holler, uk americana"
84,1825,Ozuna,1AVu7Kc2MRrLfOG1RCEf07,0SukGZiXMtmsZoxstkBtNR,NA,"reggaeton, trap latino"
85,1845,Lil Mosey,1iPBD72u3nAyFEeardYuBV,6TNJNEulnWQNnq0o3N23Za,NA,"rap conscient, trap music, vapor trap"
86,1856,Lil Skies,5GpAhJpbHvUi6gY6RG15Ze,0CuYNS755Ow710G2E7aLDE,NA,trap music
87,1870,Chris Brown,1oe9xO03mgCcEW19IXOKgO,3zak0kNLcOY5vFcB3Ipskp,NA,"dance pop, pop, pop rap, r&b, rap"
88,1928,Dolly Parton,6I2Z2pUjQs1FTUcg1nDthZ,03DTXxfU0UJ96lt1umUtts,NA,"country, country dawn, traditional country"
89,1978,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,3xybjP7r2VsWzwvDQipdM0,NA,"canadian contemporary r&b, pop, r&b, alternative r&b, colombian pop, pop"
90,2002,The Beatles,0j3p1p06deJ7f9xmJ9yG22,1klALx0u4AavZNEvC4LrTL,NA,"british invasion, merseybeat, psychedelic rock, rock"
91,2046,Rihanna,0WgBb7XgdtbUW0GlYel9mH,3Q149ZH46Z0f3oDR7vlDYV,NA,"dance pop, pop, post-teen pop, r&b, urban contemporary, hip hop, pop, pop rap, r&b, rap"
92,2074,Guns N' Roses,0ELoI4gUUNEzobEPhRQSQu,3OUWMcgPTQIElaufktjDLK,NA,"glam metal, hard rock, rock"
93,2088,Lil Durk,61VRPMDzGTCMD7lg1RlaBq,3EwMFeUkcp36t9IVJ8d54q,NA,"chicago rap, drill, hip hop, rap, southern hip hop, trap music"
94,2108,Michael Buble,2b7XO47o117TqSfUd4kTQT,68xKnVblFsSQ48CtgZT0oY,NA,"adult standards, canadian pop, lounge"
95,2121,Adele,1CkvWZme3pRgbzaxZnTl5X,1azUkThwd2HfUDdeNeT147,NA,"british soul, pop, uk pop"
96,2132,Carrie Underwood,7B9UAoGiN4iMCv4s40xoiM,6LURWtPusB5fGenqj0lbFd,NA,"contemporary country, country, country dawn, country road, dance pop, pop, post-teen pop"
97,2156,Sam Smith,5XX9oGZfgKMXdHnEp4t2JB,08jWgM4vSkTose4blKBWov,NA,"pop, post-teen pop"
98,2166,Lil Peep,1BCBBO8VUEFOb6RBct4XDp,52JymrguPgkmmwLaWIusst,NA,"emo rap, lgbtq+ hip hop"
99,2209,Playboi Carti,4IO2X2YoXoUMv0M2rwomLC,7dAm8ShwJLFm9SaJ6Yc58O,NA,"atl hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music, underground hip hop"
100,2297,Joji,5aqu5xhPqoOWqF71PkfgM8,34GQP3dILpyCN018y2k61L,NA,"alternative r&b, viral pop"
101,2326,Kacey Musgraves,6ET9kf9riLETWs9lePUEAI,7f6xPqyaolTiziKf5R5Z0c,NA,"contemporary country, country dawn, dance pop"
102,2339,The Notorious B.I.G.,2b7FqlHc3JrzlYtGEkzq22,5XqEf16OrHdmMoNS1b6WDg,NA,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap"
103,2372,Prince,1uxzFavoQSzR6NhzeSbHdM,5oQClEU6YXiVoaz4ZTmOOO,NA,"funk, minneapolis sound, motown"
104,2389,R. Kelly,1oz2ikzPTFrGHt0VDyuTc5,5ruZPk2RxBoRzzwYswpXXs,NA,"new jack swing, urban contemporary"
105,2534,G-Eazy,2WWruw7ul9N7eqoHELyMc2,1VAc77UvK5wj8ZSWCo3V2b,NA,"hip hop, indie pop rap, pop, pop rap, rap, la pop"
106,2570,Gunna,5bFym95c4l7Q7cVIYArOzC,5xtAAHr59ozJ2PQ67utEmi,NA,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
107,2587,The 1975,7dvM0LbJ4pu1tDJnCH1Ahg,6PWXKiakqhI17mTYM4y6oY,NA,"modern alternative rock, nu gaze, pop, shiver pop"
108,2602,Jon Pardi,4Ebw57sMZVO3EMmd6vLTIM,1DTBcVfk3zXPHRmgpY6rFZ,NA,"contemporary country, country, country road, modern country rock"
109,2614,Lynyrd Skynyrd,1kQgStxYJlV8vf9NyNDKYG,6F2urm6eAx8B2FyrF2XW0D,NA,"album rock, blues-rock, classic rock, hard rock, mellow gold, rock, southern rock"
110,2628,Bryson Tiller,39a23fzBmNlAzz7fHok1Jo,6eZdwrhB97A3EYx9QppGfl,NA,"hip hop, pop, pop rap, r&b, rap, trap music"
111,2642,Elvis Presley,4O958xeV2blAhD95Qo24nc,3X3rFfVKCW58sKMO0UXkwO,NA,"adult standards, christmas, rock-and-roll, rockabilly"
112,2698,The Rolling Stones,54sBUAu3Ptr4x7J5HfSZGi,0aqZJlugIkTUWW1sa4BANp,NA,"album rock, british invasion, classic rock, protopunk, rock"
113,2719,AC/DC,69QHm3pustz01CJRwdo20z,6mUdeDZCsExyJLMdAfDuwh,NA,"album rock, australian rock, hard rock, rock"
114,2729,Blueface,0lYAit4ExwX3Kr8W6AaBw3,2gZmrByp6yiyePHi3dzZ1d,NA,"cali rap, trap music"
115,2751,Zayn,1Uw2ZFb7B4d3Rz9xv4Rrf4,2aE3VcIiNPqqo4VzOXiDoR,NA,"dance pop, electropop, pop, post-teen pop"
116,2800,Metallica,5BIMPccDwShpXq784RJlJp,6QdCohkHKNTVoaSx1ZzitH,NA,"alternative metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
117,2812,Frank Ocean,19YKaevk2bce4odJkP5L22,3mH6qwIy9crq0I9YQbOuDf,NA,"alternative r&b, hip hop, lgbtq+ hip hop, pop, r&b, rap"
118,2829,YG,0SDrD96V1uEJLptciyML9s,5IYvKd22yQkJRfoIStesbX,NA,"cali rap, gangster rap, hip hop, pop, pop rap, rap, southern hip hop, trap music"
119,2844,London Philharmonic Orchestra,38s4sbLZood2eUTelSO3ow,0bgjJ99UFbk0yBOzjJl7cq,NA,"classical, late romantic era, norwegian classical, classical, classical performance, orchestra"
120,2894,Lauv,2P91MQbaiQOfbiz9VqhqKQ,7lqieLm717j9Z8JrG7POkS,NA,"dance pop, electropop, pop, post-teen pop"
121,2911,Nirvana,5ghIJDpPoe3CfHMGu71E6T,2guirTSEqLizK7j9i1MTTZ,NA,"alternative rock, grunge, permanent wave, post-grunge, rock"
122,2924,AJR,62mHTv9KMZkmRNoR9FwKM4,6hpiZXzsZxlkTXY8zavu3N,NA,"modern rock, pop"
123,2937,Summer Walker,7B1c8GzIeRVfuU7pqgmBaR,4hTM8jZ8DCCqglmZUDMSPz,NA,"alternative r&b, deep pop r&b, indie r&b, pop, r&b"
124,2950,"YBN Nahmir, YBN Almighty Jay & YBN Cordae",3RnlOijmSCfQcHMqQiYExs,6l4itLa2SkBAVBASZ2WKFv,NA,"rap, trap music, vapor trap, trap music, vapor trap"
125,2973,Anuel AA,0jYLYhbDoceMWHWwwvYpVv,5pQwQRnQOuKrbVUVnGMEN4,NA,"reggaeton flow, trap latino"
126,2985,Lady Gaga,6HkjpGIOHv4y0IBAxUbE5z,2FBA8NCSuQNi8jaR2Xjbal,NA,"dance pop, pop, r&b, urban contemporary"
127,2999,Five Finger Death Punch,4YFiGIMiWsgi7uIVowyxlu,60GzWdXI6xLsOLV6rwnM3m,NA,"alternative metal, groove metal, nu metal, post-grunge"
128,3024,Zac Brown Band,1vq4dEytAKH7vNOxv8sGt0,4YjC2XwME8RP4rmSIeGK7I,NA,"contemporary country, country, country road, modern country rock"
129,3038,Demi Lovato,3Du2K5dLzmduCNp6uwuaL0,233yswCIc7oCFpZ2M9t0wa,NA,"dance pop, pop, post-teen pop, r&b"
130,3050,TakeOff,2YFIQqnq4dS67Ndz8Iel0b,5XRCcUfwtLNQflDd9cfz4U,NA,"atl hip hop, pop rap, rap, southern hip hop, trap music"
131,3062,Greta Van Fleet,54DIzLw4LLxB3n1XiiQftU,7zeCZY6rQRufc8IHGKyXGX,NA,"modern blues rock, modern hard rock, rock"
132,3073,"21 Savage, Offset & Metro Boomin",5u6vkDnOyaf8LsteDAj2ub,0MV1yCXcNNQBfwApqAVkH0,NA,"atl hip hop, rap, trap music, atl hip hop, pop, pop rap, rap, trap music, hip hop, pop, pop rap, rap, southern hip hop, trap music, pop, pop rap, rap"
133,3083,Jimmie Allen,2pHwPZhKl75eC8JVfbT7de,7EpN0TPMSMqGKVjIEzc0Ts,NA,"contemporary country, country pop"
134,3112,Eric Church,1GLGfSerlDXRYBCJtHHnua,5TjDN2hfsgNWVtP8Ew56Xx,NA,"contemporary country, country, country road, modern country rock"
135,3123,Jacquees,65Fgi7oLnVgOetEdm9llTT,03AdJ15pTDdmxry6qkKwlO,NA,"atl hip hop, deep pop r&b, pop, pop rap, r&b, rap, trap music, urban contemporary"
136,3142,Justin Bieber,2SnNaoNhMjC1WRMTWD8qTX,6Fr2rQkZ383FcMqFyT7yPr,NA,"canadian pop, dance pop, pop, post-teen pop"
137,3161,Russ,2fJAWYNc9P53oowjkpkYbh,0lUL92det7mZ4DaHYmiUEC,NA,"pop, rap"
138,3181,Bon Jovi,7qQnBfwXrw2tZNFG4Uf57N,0C8Poy7zwJ1kQh2sldyvHm,NA,"glam metal, rock"
139,3197,YNW Melly,4NwKC8ltCTCTcsnFViTZ7z,7naY6j4wcgUxfHB98G79CW,NA,trap music
140,3212,Florida Georgia Line,31x4wWBghN7f5PiEZUmcAW,09KOjaflTBRE28GVvXqkYC,NA,"contemporary country, country, country pop, country road, modern country rock"
141,3227,Lil Yachty,28uC3JDFpW3Y18EPU5hGAF,4qplno3lbet8WvuTGdDG3T,NA,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap music"
142,3248,Frank Sinatra,5KKiN9LDoI510Yf4VWboOz,3i67sGIVw8EBlgfSRv3Lj2,NA,"adult standards, christmas, easy listening, lounge"
143,3270,A$AP Rocky,57q6BgYP4gN6hPQViCB3um,3MATDdrpHmQCmuOcozZjDa,NA,"east coast hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap music"
144,3285,Disturbed,7FPiJcIk3UHz9OZlB5yk85,1IpufqmucrxYUJQxf1AP0n,NA,"alternative metal, nu metal, post-grunge, rap metal, rap rock"
145,3299,Hozier,1CS7Sd1u5tWkstBhpssyjP,4Pv7m8D82A1Xun7xNCKZjJ,NA,"folk-pop, irish singer-songwriter, pop"
146,3326,Andrea Bocelli,21ZfWtX9rXjJGGQRwZnGB9,0givKRBkCXLZOuDFwlYHQz,NA,"classical tenor, operatic pop"
147,3371,George Strait,6r4LyNgkR7DmwgKj8Hbe6r,2CIOi72adKDDQpj9x69qpW,NA,"contemporary country, country, country road"
148,3421,Anne-Marie,3xtdJnI5fEMtNB6nDqvwyy,7lPoGKpCGgdKFAxpudhAH5,NA,"dance pop, pop, post-teen pop, tropical house, uk pop"
149,3465,Palisades,7zOCBxdRIcYVe7nbjFhFHc,3OTWWdNFbxGzWTJBX7588m,NA,"metalcore, post-screamo, screamo, trancecore"
150,3475,Lana Del Rey,487OPlneJNni3NWC8SYqhW,5PW8nAtvf2HV8RYZFd4IrX,NA,"dance pop, electropop, pop"
151,3498,Pink Floyd,574y1r7o2tRA009FW0LE7v,4LH4d3cOWNNsVw41Gqt2kv,NA,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
152,3508,Charlie Puth,6qNALlmZa1ESnCxJmXE1K9,0mZIUXje90JtHxPNzWsJNR,NA,"dance pop, pop, post-teen pop, viral pop"
153,3521,Mariah Carey,1sFWEpf1aPYN576LS1aa4Y,61ulfFSmmxMhc2wCdmdMkN,NA,"dance pop, pop, r&b, urban contemporary"
154,3531,Whitney Houston,2crPaOwtpn1qq9gjEjOa4u,1rHNR6cz7WzrGmuqL9Wlyq,NA,"dance pop, pop, r&b, urban contemporary"
155,3585,Various Artists,4ylWMuGbMXNDgDd8lErEle,7ayBZIe1FHkNv0T5xFCX6F,NA,"hollywood, broadway, hollywood, show tunes, hollywood, post-teen pop, show tunes, dance pop, pop, post-teen pop, viral pop, movie tunes"
156,3603,Nat King Cole,4PS1e8f2LvuTFgUs1Cn3ON,6vBGI5522jvPi0ZZuGQNp4,NA,"adult standards, christmas, lounge, vocal jazz"
157,3635,Vince Guaraldi Trio,34rzJNfTd5e9s3TICFMPD0,7DuJYWu66RPdcekF5TuZ7w,NA,"adult standards, christmas, jazz trio, lounge"
158,3649,Bing Crosby,6ajihXpsHpDnIdqtBXZYGN,3My4DXwRjAS5HXontsJx1A,NA,"adult standards, christmas, easy listening, lounge"
159,3665,Pentatonix,1j1VhWHxHh44qx9nyu5azl,6thZNGX8hUVSjUrqJgPB9b,NA,a cappella
160,3677,Perry Como,6U7oTDviSoXWM1yvHoYDG3,4rBIMMvhMZMa3Q0X4LRYQi,NA,"adult standards, brill building pop, christmas, easy listening, lounge, vocal jazz"
161,3691,Gene Autry,25leEEaz1gIpp7o21Fqyjo,3BPDSjoJlho8oiUPUNrShM,NA,"adult standards, christmas, cowboy western, western swing"
162,3725,Andy Williams,1ldCtT97jthEpBohdsVwL1,1V0QZHpLMJd9b4EBLAarX1,NA,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz"
163,3741,Paul McCartney,1Ouddr47W1oaAhj2ER32kq,3uLrSFrNqa8CULSIU7e9v5,NA,"album rock, art rock, classic rock, folk rock, mellow gold, rock, soft rock"
164,3757,Burl Ives,18RNfkFHwUfgYTfuuPYMor,1LAGbpQJIl1vUhpGmmnSUd,NA,"adult standards, american folk revival, christmas, lounge"
165,3776,Josh Groban,2YwlxStGGlywnQiM5Z0I4y,4kqXw1yf9EKamws0zCarGt,NA,"adult standards, christmas, operatic pop"
166,3789,Kelly Clarkson,5fclVBnzaGrbucvVMC228o,7Jahqd1kx9Qau0E9x9iZj6,NA,"dance pop, neo mellow, pop, pop rock, post-teen pop, r&b, talent show"
