,artist,trap,hip hop,indie,punk,rap,jazz,pop,metal,country,folk,bluegrass,house,rock,opera,classical,instrumental,funk,broadway,genre
5710,38 Special,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"album rock, classic rock, country rock, folk rock, glam metal, hard rock, mellow gold, rock, soft rock, southern rock"
5711,Compton's Most Wanted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
5712,The Simpsons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comic
5713,The Escape Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,Trixter,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5715,Yo-Yo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5716,Kool Moe Dee,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"east coast hip hop, electro, gangster rap, hardcore hip hop, hip hop, hip house, new jack swing, old school hip hop, rap"
5717,Ottmar Liebert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"flamenco, flamenco guitar, new age, rumba"
5718,Above The Law,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"g funk, gangster rap, hyphy, west coast rap"
5719,Holly Dunn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"country, nashville sound"
5720,Dangerous Toys,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5721,Lisa Fischer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"new jack swing, quiet storm, urban contemporary"
5722,Londonbeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5723,Waylon & Willie,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"country, country rock, nashville sound, outlaw country, southern rock, texas country, traditional country, country, nashville sound, outlaw country, singer-songwriter, texas country, traditional country"
5724,Divinyls,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"australian alternative rock, australian rock, dance rock, new wave pop"
5725,Oleta Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quiet storm
5726,Terminator X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"conscious hip hop, east coast hip hop, hip hop"
5727,Thunder,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, glam metal, hard rock, modern hard rock, sleaze rock"
5728,Aldo Nova,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, canadian metal, classic canadian rock, glam metal, hard rock, rock"
5729,White Lion,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, glam metal, hard rock, rock"
5730,Cinderella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,karaoke
5731,Vaughan Brothers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blues-rock, electric blues, modern blues, texas blues"
5732,The La's,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"big room, dance pop, dutch house, edm, electro house, pop, pop edm, progressive electro house, tropical house, bubblegum dance, europop"
5733,Timmy T.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5734,Bang Tango,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"funk metal, glam metal, hard rock, sleaze rock"
5735,Candyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,B Angie B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,Charlie Daniels,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"country, country rock, nashville sound, outlaw country, southern rock, traditional country"
5738,Riff,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"trap music, underground hip hop, chicago rap, drill, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop, vapor trap"
5739,Sheena Easton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,karaoke
5740,Ronnie Milsap,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"country, country gospel, country rock, nashville sound, outlaw country, traditional country"
5741,Billy Squier,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock, southern rock"
5742,Pebbles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"freestyle, new jack swing, quiet storm, urban contemporary"
5743,LaTour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,world chill
5744,Chubb Rock,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"east coast hip hop, electro, hardcore hip hop, hip hop, hip house, old school hip hop"
5745,Material Issue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"jangle pop, power pop, underground power pop"
5746,Roger McGuinn,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"country rock, folk, folk rock, pub rock, roots rock, traditional folk"
5747,Happy Mondays,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"big beat, britpop, dance rock, electronic, indie rock, madchester, new wave, uk post-punk"
5748,The Fixx,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, dance rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock"
5749,Danny Gatton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,The Triplets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5751,BulletBoys,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5752,Enuff Z'Nuff,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock, underground power pop"
5753,Wynton Marsalis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"bebop, big band, classical trumpet, contemporary post-bop, cool jazz, hard bop, jazz, jazz trumpet, new orleans jazz, soul jazz, stride, vocal jazz"
5754,Nils Lofgren,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"mellow gold, pub rock, roots rock"
5755,Tara Kemp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5756,The Alarm,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, jangle pop, new romantic, new wave, new wave pop, welsh rock"
5757,Tanita Tikaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,new wave pop
5758,ED O.G & DA Bulldogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boston hip hop, east coast hip hop, hardcore hip hop"
5759,Havana 3 A.M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,Urban Dance Squad,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"dutch indie, dutch rock, funk metal, laboratorio, old school nederhop, rap rock"
5761,Hoodoo Gurus,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"australian alternative rock, australian rock, power pop"
5762,Chris Rea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"art rock, blues-rock, classic rock, mellow gold, soft rock"
5763,The Crusaders,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"jazz funk, jazz fusion, smooth jazz, soul jazz"
5764,Sheila E.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"funk, minneapolis sound, quiet storm"
5765,Phil Perry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"jazz funk, neo soul, quiet storm, smooth jazz, smooth soul, urban contemporary"
5766,Graham Parker,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"alternative country, jangle pop, power pop, pub rock, roots rock"
5767,The Robert Cray Band Featuring The Memphis Horns,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blues, blues-rock, electric blues, modern blues, memphis soul"
5768,Robert Johnson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"acoustic blues, blues, blues-rock, classic rock, delta blues, traditional blues"
5769,Daniel Ash,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gothic rock
5770,Stevie B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5771,Kathleen Battle & Jessye Norman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"classical soprano, opera, classical performance, classical soprano, opera, classical performance, orchestral performance"
5772,Sisters Of Mercy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"corrosion, new wave"
5773,Gary Moore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, blues-rock, british blues, classic rock, electric blues, hard rock, rock"
5774,Redhead Kingpin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5775,Susanna Hoffs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"lilith, new wave pop"
5776,Diane Schuur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,vocal jazz
5777,Earl Klugh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"jazz funk, jazz guitar, smooth jazz"
5778,Bobby McFerrin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a cappella
5779,Chet Atkins & Mark Knopfler,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"nashville sound, traditional country, classic rock, folk rock, mellow gold, soft rock"
5780,Alias,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"tamil pop, telugu pop"
5781,Traveling Wilburys,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, folk rock, heartland rock, mellow gold, rock, roots rock, soft rock"
5782,Strunz & Farah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"flamenco, flamenco guitar, rumba"
5783,Tangier,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"glam metal, philly indie"
5784,Michel'le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"new jack swing, quiet storm, urban contemporary"
5785,Todd Rundgren,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, brill building pop, classic rock, folk, folk rock, mellow gold, philly soul, power pop, psychedelic rock, rock, roots rock, soft rock, symphonic rock, zolo"
5786,Loose Ends,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"brit funk, disco, electro, funk, jazz funk, new jack swing, post-disco, quiet storm, soul, urban contemporary"
5787,The Righteous Brothers,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"adult standards, brill building pop, bubblegum pop, christmas, folk rock, mellow gold, motown, rock-and-roll, rockabilly"
5788,Toy Matinee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neo-progressive
5789,Book Of Love,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, new romantic, new wave, new wave pop, synthpop"
5790,Edie Brickell & New Bohemians,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"folk, folk-pop, lilith, new wave pop"
5791,The Outfield,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"album rock, mellow gold, power pop, rock, soft rock"
5792,Will To Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5793,Every Mother's Nightmare,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, sleaze rock"
5794,2 In A Room,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"hip house, vogue"
5795,Information Society,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, freestyle, new romantic, new wave, new wave pop, synthpop"
5796,Jasmine Guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5797,Hindu Love Gods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,The Pogues,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"celtic, celtic punk, celtic rock, folk punk, irish folk, punk"
5799,Caron Wheeler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,british soul
5800,Vixen,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5801,The Byrds,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"album rock, art rock, blues-rock, brill building pop, bubblegum pop, classic rock, cosmic american, country rock, dance rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, traditional folk"
5802,Dana Dane,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"electro, hip hop, hip house, old school hip hop"
5803,Don Dokken,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,glam metal
5804,Linda Ronstadt (Featuring Aaron Neville),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"adult standards, country rock, folk, folk rock, heartland rock, lilith, mellow gold, singer-songwriter, soft rock, traditional folk, soul"
5805,Basic Black,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, jazz boom bap, jazz rap, turntablism, east coast hip hop"
5806,Gene Loves Jezebel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, dark wave, gothic rock, new romantic, new wave, new wave pop, welsh rock"
5807,David Benoit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"jazz funk, smooth jazz"
5808,Dread Zeppelin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comic
5809,Carl Stalling Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5810,Sweet F.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,David Baerwald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,Special Ed,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"electro, gangster rap, hardcore hip hop, hip hop, hip house, old school hip hop, rap"
5813,Texas Tornados,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"outlaw country, texas country, traditional country"
5814,Asia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, hard rock, mellow gold, progressive rock, rock, soft rock, symphonic rock"
5815,Sydney Youngblood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,Paul Young,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, dance rock, disco, europop, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop"
5817,Michael Franks,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"jazz funk, jazz fusion, smooth jazz, vocal jazz, yacht rock"
5818,Was (Not Was),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,George LaMond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5820,Johnny Van Zant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, southern rock"
5821,Glenn Medeiros,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,soft rock
5822,Julee Cruise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dream pop
5823,John Mayall,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blues, blues-rock, british blues, classic rock, electric blues, harmonica blues, modern blues, traditional blues"
5824,Electric Boys,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"funk metal, glam metal, hard rock, modern hard rock, sleaze rock, swedish hard rock"
5825,Dionne Warwick,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"adult standards, brill building pop, christmas, disco, lounge, mellow gold, motown, quiet storm, soft rock, soul"
5826,Indecent Obsession,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000
5827,L.A. Guns,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, glam metal, hard rock, metal, rock, sleaze rock"
5828,Sweet Sensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5829,Scatterbrain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,funk metal
5830,Sacred Reich,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"crossover thrash, death metal, funk metal, groove metal, metal, old school thrash, rap rock, speed metal, thrash metal"
5831,Helix,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"canadian metal, classic canadian rock, glam metal, hard rock, sleaze rock"
5832,Kid Sensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,Kwame & A New Beginning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5834,Mellow Man Ace,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,chicano rap
5835,Alannah Myles,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"classic canadian rock, new wave pop"
5836,Buckwheat Zydeco,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"swamp pop, zydeco"
5837,Milli Vanilli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,Seduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5839,Modern English,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, new romantic, new wave, new wave pop, uk post-punk"
5840,Linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5841,Heavens Edge,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,philly indie
5842,Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,madchester
5843,Cameo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"classic soul, disco, funk, jazz funk, motown, new jack swing, popping, post-disco, quiet storm, soul, urban contemporary"
5844,Howard Hewett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"funk, neo soul, new jack swing, post-disco, quiet storm, urban contemporary"
5845,Joan Armatrading,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"folk, folk rock, folk-pop, lilith, mellow gold, new wave pop, singer-songwriter, traditional folk"
5846,Shinehead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reggae fusion, uk reggae"
5847,Sleeze Beez,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5848,Tommy Page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,Baton Rouge,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,glam metal
5850,Little Caesar,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, modern hard rock, sleaze rock"
5851,Adrian Belew,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"art rock, canterbury scene, jazz fusion, progressive rock, symphonic rock, zolo"
5852,Love/Hate,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5853,Babylon A.D.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5854,Patti Austin,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"adult standards, quiet storm, smooth jazz, soft rock, yacht rock"
5855,Young And Restless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,Original Score,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hollywood, scorecore, soundtrack"
5857,Giant,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, melodic hard rock"
5858,Larry Carlton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"jazz funk, jazz fusion, jazz guitar, smooth jazz, jazz funk, jazz fusion, jazz piano, smooth jazz, jazz saxophone, smooth jazz"
5859,Jane Child,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,new wave pop
5860,Klymaxx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"freestyle, funk, minneapolis sound, new jack swing, post-disco, quiet storm, urban contemporary"
5861,The Stone Roses,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"britpop, garage rock, indie rock, madchester, modern rock, new wave, rock"
5862,D.O.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"canadian hardcore, canadian punk, crossover thrash, hardcore punk, oi, punk, thrash core, vancouver punk"
5863,The Chimes,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"art pop, chillwave, dream pop, indie pop, indie psych-rock, indie rock, indietronica, neo-psychedelic, new rave, preverb, quebec indie, shiver pop"
5864,John Doe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"broadway, show tunes, broadway, electra, show tunes"
5865,Soul II Soul,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"british soul, funk, hip house, post-disco, quiet storm"
5866,The Notting Hillbillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5867,Jerry Harrison: Casual Gods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5868,Killer Dwarfs,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"canadian metal, glam metal, sleaze rock"
5869,Beats International,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"hip house, big beat"
5870,Ernie Isley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,The Silos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"liturgical, monastic"
5872,Kaoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5873,Miki Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"funk, neo soul, new jack swing, post-disco, quiet storm, urban contemporary"
5874,Hurricane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,Dianne Reeves,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"adult standards, christmas, vocal jazz"
5876,Sam Kinison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comedy
5877,Laura Branigan,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, europop, new romantic, new wave pop, soft rock, synthpop"
5878,Professor Griff & The Last Asiatic Disciples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5879,Joan Jett,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rock
5880,The Blue Nile,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"art rock, chamber pop, dance rock, dream pop, melancholia, new romantic, new wave, new wave pop, scottish new wave"
5881,Corey Hart,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"album rock, dance rock, mellow gold, new romantic, new wave pop, soft rock"
5882,XYZ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"classic opm, opm, pinoy indie, pinoy rock"
5883,The Innocence Mission,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ambient folk, folk-pop, indie folk, lancaster pa indie"
5884,Rodney O & Joe Cooley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"electro, miami bass"
5885,Pretty Boy Floyd,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"canadian metal, glam metal, hard rock, sleaze rock"
5886,Fine Young Cannibals,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop"
5887,Gun,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,hard rock
5888,American Angel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5889,The Charlie Daniels Band,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"classic rock, country, country rock, nashville sound, outlaw country, redneck, rock, southern rock, traditional country"
5890,Nuclear Assault,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"crossover thrash, death metal, groove metal, metal, nwobhm, old school thrash, rap rock, speed metal, thrash metal"
5891,Savatage,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"album rock, hard rock, metal, neo classical metal, neo-trad metal, nwobhm, power metal, progressive metal, rock, speed metal, thrash metal"
5892,Jimmy Somerville,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dance rock, hi-nrg, new romantic, new wave, new wave pop, scottish new wave, synthpop"
5893,The Front,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"alternative emo, emo, modern rock, new jersey indie, pop punk"
5894,Jive Bunny & The Mastermixers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895,Mantronix,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"electro, hip hop, hip house, old school hip hop"
5896,Britny Fox,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, hard rock, sleaze rock"
5897,Animal Logic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,experimental pop
5898,Salty Dog,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"glam metal, sleaze rock"
5899,Company Of Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,Bonham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,Rob Base & D.J. E-Z Rock,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"electro, hip house"
5902,Kevin Paige,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,Lou Gramm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, mellow gold, soft rock"
5904,The Cover Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freestyle
5905,Belinda Carlisle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"australian pop, dance pop, dance rock, europop, new romantic, new wave, new wave pop, pop rock, soft rock"
5906,Voivod,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, canadian metal, crossover thrash, cyberpunk, death metal, doom metal, groove metal, jazz metal, metal, nwobhm, old school thrash, speed metal, thrash metal"
5907,Sybil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"diva house, hip house"
5908,Shotgun Messiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,Nuclear Valdez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5910,The Ocean Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c86, dream pop, new wave"
