"","artist","song","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop","X","trap","hip.hop","indie","punk","rap","jazz","pop","metal","country","folk","bluegrass","house","rock","opera","classical","instrumental","funk","broadway","Year"
"1005","Fall Out Boy","Immortals",2015-02-07,96,8,0.001,0.613,189387,0.874,1.82e-06,2,0.656,-3.594,1,0.0697,108.038,4,0.543,2,"Winter",6,1066,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2015"
"1006","Fall Out Boy","The Carpal Tunnel Of Love",2006-12-30,81,1,0.003,0.463,203840,0.949,3.88e-06,2,0.316,-2.753,0,0.051,140.824,4,0.632,12,"Winter",1,1066,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"1007","Fall Out Boy","Irresistible",2015-01-24,98,14,0.068,0.487,206507,0.923,0,2,0.254,-3.054,1,0.114,165.044,4,0.432,1,"Winter",4,1066,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2015"
"1008","Fall Out Boy","This Ain't A Scene, It's An Arms Race",2007-02-03,2,20,0.001,0.517,212660,0.888,0,9,0.049,-4.002,1,0.0498,150.053,4,0.44,2,"Winter",2,1066,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2007"
"1009","Fantasia","I Believe",2004-07-10,1,10,0.357,0.525,302027,0.446,0,8,0.161,-8.797,1,0.0308,133.865,4,0.134,7,"Summer",0,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1010","Fantasia","Truth Is",2005-01-22,73,20,0.309,0.707,236747,0.451,0,11,0.052,-10.38,1,0.0761,73.209,4,0.616,1,"Winter",1,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"1011","Fantasia","Free Yourself",2005-04-30,100,20,0.681,0.717,257427,0.449,0,5,0.09,-9.688,0,0.0596,108.802,4,0.611,4,"Spring",3,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"1012","Fantasia","When I See U",2007-04-21,99,23,0.457,0.569,217347,0.596,8.99e-05,8,0.205,-6.486,1,0.171,93.134,4,0.757,4,"Spring",4,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"1013","Fantasia","Baby Mama",2005-02-12,99,12,0.062,0.658,255787,0.713,0,9,0.04,-6.83,1,0.0716,81.98,4,0.447,2,"Winter",2,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"1014","Fantasia","Bittersweet",2010-07-24,94,12,0.027,0.74,236640,0.81,2.4e-05,8,0.043,-5.231,1,0.0755,129.972,4,0.436,7,"Summer",0,741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2010"
"1015","Fefe Dobson","Take Me Away",2003-11-15,96,6,0.003,0.606,209707,0.918,0.000379,1,0.295,-4.603,0,0.039,110.048,4,0.751,11,"Fall",0,4575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"1016","Feist","1234",2007-09-29,70,15,0.219,0.71,183667,0.491,1.99e-06,2,0.086,-7.382,1,0.0504,109.933,4,0.638,9,"Fall",0,1061,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2007"
"1017","Fergie","Fergalicious",2006-10-07,79,27,0.057,0.904,292373,0.598,0,8,0.111,-7.651,0,0.337,129.055,4,0.785,10,"Fall",1,841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"1018","Fergie","M.I.L.F. $",2016-07-23,34,3,0.005,0.773,162365,0.706,0.0148,0,0.021,-5.709,1,0.0999,160.912,4,0.693,7,"Summer",0,841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1019","Fergie","London Bridge",2006-08-05,84,21,0.214,0.748,241307,0.63,0,1,0.204,-5.832,1,0.381,90.889,4,0.61,8,"Summer",0,841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"1020","Fergie","Clumsy",2007-10-27,91,25,0.196,0.728,240427,0.582,0.000632,2,0.304,-4.141,1,0.158,184.045,4,0.417,10,"Fall",2,841,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"1021","Fetty Wap","Trap Queen",2015-02-07,86,52,0.024,0.746,222093,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.817,2,"Winter",0,963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1022","Fetty Wap","Again",2015-08-29,33,26,0.006,0.748,312240,0.733,0,11,0.329,-4.421,0,0.072,93.019,4,0.291,8,"Summer",1,963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1023","Fetty Wap","RGF Island",2015-10-10,86,14,0.001,0.746,173893,0.764,8.19e-06,0,0.087,-5.066,0,0.0423,137.98,4,0.518,10,"Fall",2,963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1024","Field Mob","Sick Of Being Lonely",2002-12-14,96,20,0.002,0.706,229160,0.909,2.16e-05,8,0.275,-4.984,1,0.112,173.819,4,0.808,12,"Winter",0,4307,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"1025","Fifth Harmony","Sledgehammer",2014-12-13,93,15,0.006,0.671,230907,0.777,0.0011,2,0.078,-4.322,1,0.046,99.98,4,0.289,12,"Winter",1,880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014"
"1026","Fifth Harmony","Miss Movin' On",2013-08-03,98,11,0.03,0.464,194253,0.845,6.4e-06,6,0.302,-2.927,1,0.0508,75.029,4,0.437,8,"Summer",0,880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1027","Fifth Harmony","That's My Girl",2016-12-10,73,3,0.036,0.596,204013,0.851,3.19e-05,5,0.365,-4.245,0,0.121,202.049,4,0.612,12,"Winter",1,880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1028","Finger Eleven","Paralyzer",2007-06-23,97,50,0.169,0.645,208107,0.941,0,4,0.251,-3.425,0,0.0448,106.015,4,0.881,6,"Summer",0,3451,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"2007"
"1029","Fitz And The Tantrums","The Walker",2014-03-15,93,12,0.004,0.77,233133,0.801,0.00281,9,0.052,-4.182,0,0.0336,130.76,4,0.725,3,"Spring",0,1161,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2014"
"1030","Fitz And The Tantrums","HandClap",2016-10-15,89,20,0.006,0.636,193253,0.836,0.000157,8,0.083,-3.004,1,0.0427,139.956,4,0.715,10,"Fall",1,1161,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2016"
"1031","Five For Fighting","Superman (It's Not Easy)",2001-09-01,69,35,0.073,0.382,221693,0.416,0,0,0.072,-9.303,1,0.0302,102.089,4,0.125,9,"Fall",0,2646,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2001"
"1032","Five For Fighting","The Riddle",2006-07-29,96,18,0.327,0.59,227027,0.562,0,10,0.135,-5.8,1,0.029,119.429,4,0.271,7,"Summer",1,2646,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"1033","Five For Fighting","Chances",2009-10-31,83,1,0.024,0.401,215200,0.802,0,10,0.224,-5.646,1,0.0291,163.987,4,0.326,10,"Fall",0,2646,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"1034","Five For Fighting","100 Years",2004-02-14,70,22,0.544,0.643,244600,0.569,2.17e-05,7,0.178,-7.459,1,0.0276,120.507,4,0.275,2,"Winter",1,2646,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2004"
"1035","Fleetwood Mac","Peacekeeper",2003-03-29,93,11,0.136,0.604,250760,0.759,1.38e-05,7,0.101,-4.896,0,0.0317,127.208,4,0.671,3,"Spring",0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2003"
"1036","Flex","Te Quiero",2008-03-08,99,17,0.003,0.536,199110,0.598,0,1,0.319,-9.608,1,0.0424,83.946,4,0.465,3,"Spring",0,3872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"1037","Flo Rida","My House",2015-11-28,96,39,0.022,0.688,192191,0.702,0,7,0.128,-4.792,0,0.0499,94.006,4,0.74,11,"Fall",0,1215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1038","Flo Rida","Right Round",2009-02-14,74,26,0.009,0.72,204640,0.672,0,7,0.232,-6.852,1,0.0551,124.986,4,0.705,2,"Winter",0,1215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2009"
"1039","Flobots","Handlebars",2008-04-26,100,20,0.022,0.704,206813,0.57,0,5,0.101,-7.136,1,0.0989,141.888,4,0.524,4,"Spring",0,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008"
"1040","Floetry","Say Yes",2003-03-29,72,20,0.219,0.74,268373,0.404,1.41e-06,5,0.128,-12.947,0,0.0761,117.887,1,0.427,3,"Spring",0,4600,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"1041","Florence + The Machine","Shake It Out",2011-11-12,86,20,0.013,0.519,277720,0.808,0,10,0.105,-4.097,1,0.0383,107.505,4,0.251,11,"Fall",2,425,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2011"
"1042","Florence + The Machine","Dog Days Are Over",2010-09-25,93,20,0.042,0.492,251840,0.81,0.00379,7,0.117,-5.315,1,0.0847,149.954,4,0.245,9,"Fall",0,425,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2010"
"1043","Florence + The Machine","What Kind Of Man",2015-02-28,100,2,0.023,0.313,216176,0.635,0,11,0.129,-4.676,0,0.0431,114.776,4,0.224,2,"Winter",0,425,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2015"
"1044","Florence + The Machine","What The Water Gave Me",2011-09-10,91,1,0.008,0.479,333467,0.631,8.81e-05,0,0.123,-6.303,0,0.0325,124.1,4,0.175,9,"Fall",1,425,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2011"
"1045","Florida Georgia Line","Smooth",2017-10-21,98,7,0.214,0.471,170200,0.848,1.84e-05,6,0.658,-5.355,1,0.0538,161.049,4,0.332,10,"Fall",2,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2017"
"1046","Florida Georgia Line","Round Here",2013-06-29,89,20,0.004,0.523,215120,0.954,1.65e-06,1,0.243,-3.051,1,0.0374,141.982,4,0.901,6,"Summer",1,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2013"
"1047","Florida Georgia Line","Sun Daze",2014-10-04,95,20,0.103,0.477,184707,0.952,2.38e-06,4,0.441,-3.715,1,0.0402,170.099,4,0.867,10,"Fall",4,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2014"
"1048","Florida Georgia Line","Simple",2018-06-16,55,20,0.079,0.362,185200,0.882,0,3,0.15,-3.717,1,0.0973,199.811,4,0.864,6,"Summer",3,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2018"
"1049","Florida Georgia Line","H.O.L.Y.",2016-05-21,20,22,0.385,0.525,194187,0.685,0,7,0.073,-3.954,0,0.0351,78.003,4,0.54,5,"Spring",7,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2016"
"1050","Florida Georgia Line","Stay",2013-11-02,85,20,0.074,0.494,199320,0.936,0,1,0.148,-2.989,1,0.0418,141.939,4,0.582,11,"Fall",2,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2013"
"1051","Florida Georgia Line","Get Your Shine On",2013-02-09,96,20,0.003,0.497,222013,0.927,1.26e-06,0,0.413,-4.52,1,0.0371,96.991,4,0.607,2,"Winter",0,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2013"
"1052","Florida Georgia Line","Dirt",2014-07-26,11,20,0.066,0.554,230587,0.875,1.59e-05,2,0.118,-4.185,1,0.0487,121.976,4,0.543,7,"Summer",3,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2014"
"1053","Florida Georgia Line","Bumpin' The Night",2014-10-18,69,1,0.072,0.45,221080,0.87,0.000725,1,0.108,-4.184,1,0.0317,151.896,4,0.343,10,"Fall",6,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2014"
"1054","Florida Georgia Line","Confession",2016-01-16,99,20,0.101,0.556,190640,0.873,0.000131,1,0.176,-5.056,1,0.0348,104.986,4,0.48,1,"Winter",7,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2016"
"1055","Florida Georgia Line","Anything Goes",2014-10-11,98,18,0.002,0.462,218867,0.977,0,0,0.352,-3.805,1,0.045,154.038,4,0.746,10,"Fall",5,140,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2014"
"1056","Flyleaf","All Around Me",2008-01-12,94,20,0.034,0.479,198467,0.884,0,9,0.08,-4.762,1,0.0483,146.922,4,0.452,1,"Winter",0,2223,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"2008"
"1057","Foo Fighters","Rope",2011-03-19,70,13,0,0.511,259027,0.728,7.41e-05,11,0.072,-4.874,0,0.037,138.179,4,0.541,3,"Spring",0,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2011"
"1058","Foo Fighters","DOA",2005-11-12,86,12,0,0.462,252107,0.913,0.00142,2,0.067,-4.298,1,0.074,145.522,4,0.72,11,"Fall",1,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2005"
"1059","Foo Fighters","The Pretender",2007-08-25,56,20,0.001,0.433,269373,0.959,0,9,0.028,-4.04,1,0.0431,172.984,4,0.365,8,"Summer",1,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2007"
"1060","Foo Fighters","All My Life",2002-11-02,71,20,0,0.58,263440,0.604,0.000579,5,0.477,-5.703,1,0.047,167.784,4,0.645,11,"Fall",0,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2002"
"1061","Foo Fighters","Long Road To Ruin",2008-02-02,100,12,0,0.401,224880,0.888,0,0,0.12,-3.793,1,0.0401,146.781,4,0.365,2,"Winter",2,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2008"
"1062","Foo Fighters","Walk",2011-07-23,100,13,0,0.231,255960,0.866,0.000552,9,0.29,-5.131,1,0.0517,138.311,4,0.191,7,"Summer",1,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2011"
"1063","Foo Fighters","Times Like These",2003-03-08,75,20,0,0.377,265560,0.908,1.4e-05,4,0.241,-3.793,0,0.0899,144.563,4,0.265,3,"Spring",1,725,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2003"
"1064","Foster The People","Pumped Up Kicks",2011-05-14,96,40,0.145,0.733,239600,0.71,0.115,5,0.096,-5.849,0,0.0292,127.975,4,0.965,5,"Spring",0,445,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"1065","Fountains Of Wayne","Stacy's Mom",2003-10-11,59,17,0.002,0.774,197987,0.75,1.85e-05,11,0.081,-4.927,0,0.0413,118.015,4,0.925,10,"Fall",0,3269,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2003"
"1066","Framing Hanley","Lollipop",2009-01-10,100,10,0,0.348,187907,0.893,6.36e-05,0,0.281,-4.589,1,0.0662,148.043,4,0.392,1,"Winter",0,2431,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"2009"
"1067","Francesca Battistelli","It's Your Life",2009-12-12,95,1,0.003,0.358,171933,0.847,0,2,0.133,-3.5,1,0.0528,181.987,4,0.433,12,"Winter",0,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2009"
"1068","Frank Ocean","Nights",2016-09-10,98,1,0.42,0.466,307151,0.548,1.01e-06,5,0.113,-9.362,0,0.118,89.815,4,0.423,9,"Fall",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1069","Frank Ocean","Nikes",2016-09-10,79,1,0.695,0.543,314075,0.394,0.000239,8,0.108,-9.637,1,0.0864,137.811,4,0.118,9,"Fall",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1070","Frank Ocean","Thinkin Bout You",2012-07-28,85,28,0.41,0.716,200747,0.35,0.00134,0,0.093,-11.094,1,0.0537,129.842,4,0.178,7,"Summer",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"1071","Frank Ocean","Ivy",2016-09-10,80,1,0.782,0.567,249191,0.388,0.000309,9,0.248,-9.579,0,0.0384,116.362,4,0.452,9,"Fall",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1072","Frank Ocean","Pink + White",2016-09-10,84,1,0.67,0.544,184516,0.552,4.57e-05,9,0.415,-7.45,1,0.0991,159.738,3,0.554,9,"Fall",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1073","Frank Ocean","Solo",2016-09-10,96,1,0.849,0.444,257380,0.287,2.82e-06,5,0.161,-10.631,0,0.0375,124.027,4,0.246,9,"Fall",0,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1074","Frankie Ballard","Helluva Life",2013-12-21,89,20,0.068,0.564,231693,0.76,0,6,0.144,-5.667,1,0.0277,134.015,4,0.528,12,"Winter",0,1483,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2013"
"1075","Frankie Ballard","Sunshine & Whiskey",2014-07-26,100,20,0.223,0.67,182400,0.737,0,9,0.325,-6.794,1,0.0434,92.983,4,0.754,7,"Summer",1,1483,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2014"
"1076","Frankie Ballard","Young & Crazy",2015-06-13,91,15,0.025,0.61,180347,0.876,0,0,0.31,-4.244,1,0.0394,115.05,4,0.783,6,"Summer",2,1483,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2015"
"1077","Frankie J","Don't Wanna Try",2003-04-12,76,20,0.423,0.669,246000,0.434,0,5,0.212,-7.574,0,0.035,130.109,4,0.224,4,"Spring",0,4266,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"1078","Franz Ferdinand","Take Me Out",2004-07-03,100,19,0,0.278,237027,0.676,0.000899,9,0.136,-8.821,1,0.0371,104.545,4,0.494,7,"Summer",0,675,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2004"
"1079","Franz Ferdinand","Do You Want To",2005-09-10,83,4,0.078,0.413,215000,0.942,0.000412,0,0.689,-2.871,1,0.0453,123.085,4,0.759,9,"Fall",1,675,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2005"
"1080","French Montana","Ain't Worried About Nothin",2013-07-06,97,13,0.025,0.689,212427,0.908,0,1,0.092,-2.237,1,0.116,127.978,4,0.694,7,"Summer",0,639,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1081","Fuel","Falls On Me",2004-02-07,65,14,0,0.317,254027,0.804,0.109,9,0.1,-6.504,0,0.0379,164.185,4,0.181,2,"Winter",1,2508,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2004"
"1082","Fuel","Bad Day",2001-07-28,73,20,0,0.291,195467,0.735,4.53e-06,9,0.081,-4.767,1,0.0415,175.978,4,0.19,7,"Summer",1,2508,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2001"
"1083","Fuel","Hemorrhage (In My Hands)",2000-10-28,77,22,0,0.301,236867,0.823,0.000309,1,0.083,-4.072,1,0.0433,152.017,4,0.372,10,"Fall",0,2508,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"2000"
"1084","fun.","Carry On",2013-01-19,100,20,0.118,0.388,278373,0.694,0.000293,5,0.082,-5.769,1,0.0735,145.434,5,0.365,1,"Winter",1,2544,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2013"
"1085","fun.","Some Nights",2012-03-10,62,56,0.018,0.672,277040,0.738,6.75e-05,0,0.093,-7.045,1,0.0506,107.938,4,0.392,3,"Spring",0,2544,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2012"
"1086","Future","Wicked",2016-05-07,73,20,0.002,0.718,173347,0.679,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,0.205,5,"Spring",3,361,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1087","Future","Stick Talk",2016-01-09,99,2,0.026,0.729,171333,0.672,0,7,0.244,-6.749,1,0.282,159.903,4,0.595,1,"Winter",2,361,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1088","Future","Rich $ex",2015-12-12,100,1,0.148,0.758,240160,0.482,6.88e-06,6,0.135,-11.202,0,0.168,111.896,4,0.098,12,"Winter",1,361,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1089","Future","Honest",2013-09-28,75,17,0.033,0.719,200493,0.477,0,6,0.218,-6.439,0,0.178,140.141,4,0.297,9,"Fall",1,361,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1090","Future","Turn On The Lights",2012-08-25,89,20,0.041,0.596,248360,0.574,0,6,0.147,-9.373,0,0.212,131.075,4,0.439,8,"Summer",0,361,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"1091","Future & Young Thug","Three",2017-11-11,100,1,0.008,0.725,159400,0.692,0,5,0.091,-5.742,0,0.257,169.025,4,0.298,11,"Fall",0,652,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2017"
"1092","Future & Young Thug","No Cap",2017-11-11,62,1,0.001,0.8,144142,0.523,0,1,0.352,-6.578,1,0.107,147.057,4,0.379,11,"Fall",0,652,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2017"
"1093","G Unit","Stunt 101",2003-11-01,80,18,0.167,0.694,232227,0.778,0,4,0.065,-1.492,1,0.395,95.475,4,0.518,11,"Fall",0,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"1094","G-Eazy","Random",2015-12-26,94,1,0.004,0.607,180333,0.783,0,9,0.216,-6.891,1,0.139,87.026,4,0.182,12,"Winter",0,105,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"1095","G-Eazy","The Plan",2017-12-02,96,1,0.003,0.826,250293,0.597,0,1,0.156,-7.807,1,0.432,118.044,4,0.35,12,"Winter",1,105,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2017"
"1096","Galantis","No Money",2016-07-30,99,5,0.028,0.674,191293,0.915,0.00337,6,0.273,-3.999,0,0.0411,126.038,4,0.78,7,"Summer",0,867,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"2016"
"1097","Garbage","Why Do You Love Me",2005-03-26,94,1,0.001,0.468,232067,0.868,3.605e-06,7,0.294,-1.988,1,0.0408,160.008,4,0.44,3,"Spring",0,1479,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2005"
"1098","Gary Allan","Every Storm (Runs Out Of Rain)",2012-10-20,78,20,0.046,0.526,225640,0.693,9.55e-06,0,0.247,-6.972,1,0.0327,107.012,4,0.363,10,"Fall",0,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2012"
"1099","Gary Allan","Watching Airplanes",2007-11-10,89,20,0.569,0.376,242947,0.722,4.69e-05,11,0.164,-3.553,1,0.0354,159.842,4,0.458,11,"Fall",2,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2007"
"1100","Gary Allan","Nothing On But The Radio",2004-09-18,75,20,0.073,0.682,212027,0.718,6.68e-06,9,0.131,-5.891,1,0.0259,109.434,4,0.695,9,"Fall",3,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2004"
"1101","Gary Allan","Songs About Rain",2004-03-06,75,10,0.034,0.57,265800,0.671,0,7,0.102,-4.954,1,0.028,121.401,3,0.211,3,"Spring",3,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2004"
"1102","Gary Allan","Tough Little Boys",2003-08-23,75,20,0.685,0.542,237333,0.397,0.000142,2,0.143,-8.571,1,0.0251,84.221,4,0.239,8,"Summer",2,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2003"
"1103","Gary Allan","The One",2002-05-18,70,20,0.565,0.592,259760,0.594,0.00361,8,0.05,-9.017,1,0.0334,136.104,4,0.68,5,"Spring",2,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2002"
"1104","Gary Allan","Life Ain't Always Beautiful",2006-05-20,96,16,0.216,0.481,224613,0.508,0.000175,2,0.105,-7.666,1,0.0248,86.013,4,0.268,5,"Spring",4,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2006"
"1105","Gary Allan","Best I Ever Had",2005-09-03,98,18,0.003,0.273,251480,0.59,1.07e-06,6,0.108,-4.997,1,0.0295,174.863,4,0.214,9,"Fall",3,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2005"
"1106","Gary Allan","Smoke Rings In The Dark",2000-01-22,80,5,0.353,0.544,258827,0.498,0.0117,11,0.125,-9.984,0,0.0279,114.984,4,0.106,1,"Winter",0,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2000"
"1107","Gary Allan","Right Where I Need To Be",2001-04-07,83,20,0.307,0.528,182440,0.692,4.91e-05,1,0.141,-6.339,1,0.0327,82.788,4,0.635,4,"Spring",1,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2001"
"1108","Gary Allan","Learning How To Bend",2008-07-26,98,4,0.046,0.511,205800,0.739,0.000169,2,0.523,-4.453,1,0.0319,98.973,4,0.343,7,"Summer",3,2718,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2008"
"1109","Gavin DeGraw","Not Over You",2011-06-25,99,35,0.236,0.634,218480,0.883,0,10,0.16,-5.166,1,0.0516,142.109,4,0.37,6,"Summer",0,1370,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"1110","Gavin DeGraw","We Belong Together",2006-01-28,38,3,0.086,0.281,270373,0.584,2.62e-06,4,0.143,-6.94,0,0.0356,76.665,4,0.214,1,"Winter",1,1370,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"1111","Gavin DeGraw","Best I Ever Had",2013-10-05,88,5,0.002,0.552,226440,0.925,0,7,0.321,-5.873,1,0.0833,134.971,4,0.538,10,"Fall",1,1370,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2013"
