"","artist","song","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop","X","trap","hip.hop","indie","punk","rap","jazz","pop","metal","country","folk","bluegrass","house","rock","opera","classical","instrumental","funk","broadway","Year"
"1933","LOCASH","I Know Somebody",2016-09-17,97,11,0.036,0.505,197830,0.903,0,1,0.127,-3.699,1,0.037,88.986,4,0.491,9,"Fall",1,1303,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,"2016"
"1934","Logic","Contra",2018-03-24,60,1,0.102,0.805,217147,0.824,0,1,0.198,-5.844,1,0.0534,126.012,4,0.649,3,"Spring",2,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1935","Logic","Overnight",2018-03-24,68,1,0.002,0.868,217560,0.752,1.69e-05,1,0.142,-6.786,1,0.0667,149.987,4,0.874,3,"Spring",2,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1936","Logic","Midnight",2018-03-24,74,1,0.09,0.566,241427,0.586,0,9,0.098,-7.444,0,0.131,95.032,4,0.273,3,"Spring",2,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1937","Logic","BoomTrap Protocol",2018-03-24,97,1,0.064,0.746,221360,0.531,2.66e-06,10,0.118,-5.607,0,0.0379,77.047,4,0.321,3,"Spring",2,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1938","Logic","Yuck",2018-03-24,87,1,0.194,0.631,173693,0.805,0,11,0.132,-5.401,0,0.369,155.864,4,0.674,3,"Spring",2,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1939","Logic","Everybody",2017-04-22,71,2,0.158,0.885,162347,0.94,0,1,0.068,-5.908,1,0.0909,110.005,4,0.77,4,"Spring",0,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2017"
"1940","Logic","44 More",2018-03-10,22,5,0.064,0.829,188600,0.589,0,1,0.113,-7.055,1,0.202,139.971,4,0.233,3,"Spring",1,263,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2018"
"1941","Lonestar","Not A Day Goes By",2002-05-11,72,17,0.492,0.53,248040,0.305,0,6,0.137,-8.568,1,0.028,127.318,4,0.221,5,"Spring",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2002"
"1942","Lonestar","Mr. Mom",2004-09-18,71,20,0.055,0.52,208686,0.822,0,10,0.109,-4.12,1,0.0441,172.039,4,0.686,9,"Fall",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2004"
"1943","Lonestar","Class Reunion (That Used To Be Us)",2005-04-30,99,3,0.015,0.589,272347,0.872,2.99e-06,7,0.058,-2.626,1,0.029,116.986,4,0.524,4,"Spring",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2005"
"1944","Lonestar","Walking In Memphis",2003-11-08,73,11,0.159,0.629,229093,0.733,0,0,0.259,-6.966,1,0.0345,128.931,4,0.508,11,"Fall",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"1945","Lonestar","You're Like Comin' Home",2005-09-24,92,11,0.058,0.624,240800,0.675,1.03e-06,1,0.09,-6.85,1,0.0282,116.022,4,0.411,9,"Fall",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2005"
"1946","Lonestar","Unusually Unusual",2003-01-25,73,5,0.058,0.58,215960,0.77,0,10,0.077,-6.971,1,0.04,147.332,4,0.569,1,"Winter",5,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"1947","Lonestar","What About Now",2000-06-10,78,20,0.15,0.664,210020,0.83,0,4,0.096,-7.206,1,0.0342,125.894,4,0.738,6,"Summer",4,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2000"
"1948","Lonestar","My Front Porch Looking In",2003-04-19,74,22,0.032,0.529,223573,0.811,0,5,0.311,-5.62,1,0.0511,102.703,4,0.454,4,"Spring",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2003"
"1949","Lonestar","With Me",2001-10-27,75,15,0.06,0.617,231840,0.907,0,9,0.136,-4.983,1,0.0399,112.696,4,0.666,10,"Fall",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2001"
"1950","Lonestar","Tell Her",2000-11-18,75,20,0.437,0.58,207560,0.487,0,7,0.097,-9.809,1,0.0318,126.972,4,0.317,11,"Fall",5,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2000"
"1951","Lonestar","Mountains",2006-09-09,99,11,0.212,0.456,234526,0.734,0,3,0.059,-5.381,1,0.0465,162.07,4,0.36,9,"Fall",5,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2006"
"1952","Lonestar","Let's Be Us Again",2004-04-10,71,20,0.036,0.488,233420,0.5,0,6,0.186,-5.457,1,0.0272,137.894,4,0.335,4,"Spring",6,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2004"
"1953","Lonestar","I'm Already There",2001-05-05,69,20,0.615,0.439,253413,0.394,0,3,0.284,-8.64,1,0.0314,100.038,4,0.219,5,"Spring",5,2768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2001"
"1954","Lord Huron","The Night We Met",2017-05-06,99,4,0.968,0.441,208227,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105,5,"Spring",0,521,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2017"
"1955","Lorde","Glory And Gore",2014-03-08,88,3,0.267,0.683,210738,0.383,0,1,0.239,-8.781,1,0.038,143.931,4,0.264,3,"Spring",3,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014"
"1956","Lorde","Green Light",2017-03-18,100,9,0.021,0.594,234653,0.721,8.55e-06,2,0.088,-7.812,1,0.0957,128.942,4,0.253,3,"Spring",0,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2017"
"1957","Lorde","Team",2013-10-12,90,38,0.151,0.696,193059,0.59,0,6,0.247,-7.428,1,0.0904,99.984,4,0.462,10,"Fall",1,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1958","Lorde","Liability",2017-04-01,78,1,0.92,0.587,171728,0.229,0,10,0.1,-11.254,0,0.128,75.67,4,0.379,4,"Spring",1,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2017"
"1959","Lorde","Royals",2013-07-20,90,44,0.106,0.616,190185,0.432,0,7,0.132,-9.546,1,0.133,84.778,4,0.302,7,"Summer",0,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1960","Lorde","Tennis Court",2013-10-19,98,18,0.018,0.764,198907,0.547,0.000161,0,0.23,-8.6,1,0.0576,89.993,4,0.402,10,"Fall",2,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"1961","Los Lonely Boys","Heaven",2004-05-15,67,30,0.376,0.653,226960,0.818,1.64e-06,11,0.075,-6.375,1,0.0638,91.896,4,0.798,5,"Spring",0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1962","Lostprophets","Last Train Home",2004-05-01,75,6,0.001,0.483,275173,0.787,3.35e-06,4,0.257,-5.01,0,0.0301,102.374,4,0.185,5,"Spring",0,4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1963","Lou Bega","Tricky, Tricky",2000-01-29,75,3,0.125,0.858,203133,0.947,0,0,0.037,-3.557,1,0.235,151.037,4,0.967,1,"Winter",0,4978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2000"
"1964","Love And Theft","Angel Eyes",2012-06-02,98,20,0.013,0.656,186627,0.696,0,8,0.075,-5.917,1,0.0261,108.015,4,0.966,6,"Summer",1,3013,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2012"
"1965","Love And Theft","Runaway",2009-09-12,65,11,0.142,0.592,229760,0.812,0,1,0.14,-4.334,0,0.0399,140.486,4,0.577,9,"Fall",0,3013,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"2009"
"1966","Lucy Pearl","Dance Tonight",2000-05-20,80,19,0.006,0.787,221280,0.425,0.00169,10,0.196,-5.692,0,0.0641,99.225,4,0.711,5,"Spring",0,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000"
"1967","Ludacris","Diamond In The Back",2004-07-17,94,3,0.417,0.758,252840,0.622,0,11,0.278,-6.683,0,0.269,161.53,4,0.586,7,"Summer",1,1963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1968","Ludacris","Number One Spot",2005-03-05,82,16,0.032,0.478,274467,0.951,0,6,0.273,-4.159,1,0.409,146.096,4,0.534,3,"Spring",3,1963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"1969","Ludacris","Get Back",2004-11-20,66,20,0.075,0.582,270747,0.651,0,1,0.134,-4.971,1,0.257,171.463,4,0.191,11,"Fall",2,1963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1970","Ludacris","Splash Waterfalls",2004-01-03,74,21,0.119,0.711,290760,0.843,0,5,0.225,-6.12,0,0.393,145.989,4,0.683,1,"Winter",0,1963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"1971","Ludacris","How Low",2009-12-26,13,21,0.002,0.784,201587,0.498,1.23e-06,1,0.224,-6.977,1,0.0533,143.96,4,0.418,12,"Winter",0,1963,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2009"
"1972","Luis Fonsi","Nada Es Para Siempre",2005-08-27,90,1,0.23,0.516,240667,0.534,0,4,0.128,-7.453,0,0.0436,156.009,4,0.468,8,"Summer",0,3291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"1973","Luis Fonsi","No Me Doy Por Vencido",2008-09-20,100,9,0.429,0.368,239400,0.649,0,3,0.596,-5.866,1,0.079,171.976,3,0.476,9,"Fall",0,3291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"1974","Lukas Graham","Mama Said",2016-08-06,81,11,0.045,0.712,206903,0.799,6.4e-05,7,0.37,-4.564,0,0.0703,83.996,4,0.591,8,"Summer",1,278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1975","Lukas Graham","7 Years",2016-02-06,96,36,0.287,0.765,237300,0.473,0,10,0.391,-5.829,1,0.0514,119.992,4,0.34,2,"Winter",0,278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"1976","Luke Bryan","Games",2015-03-28,99,5,0.179,0.516,176293,0.886,0,8,0.135,-3.368,0,0.104,157.907,4,0.882,3,"Spring",8,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2015"
"1977","Luke Bryan","Fast",2017-02-11,81,13,0.225,0.548,206213,0.898,0,0,0.1,-2.561,0,0.0459,145.953,4,0.599,2,"Winter",7,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2017"
"1978","Luke Bryan","Play It Again",2014-03-29,81,20,0.083,0.51,226867,0.898,0,11,0.071,-3.15,1,0.0696,144.056,4,0.596,3,"Spring",8,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2014"
"1979","Luke Bryan","Country Girl (Shake It For Me)",2011-05-07,22,20,0.029,0.645,225560,0.904,0,2,0.083,-4.532,1,0.0462,105.97,4,0.671,5,"Spring",4,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2011"
"1980","Luke Bryan","Someone Else Calling You Baby",2010-11-13,100,20,0.052,0.498,229253,0.916,1.31e-06,8,0.073,-3.728,1,0.0662,115.045,4,0.352,11,"Fall",3,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2010"
"1981","Luke Bryan","Country Man",2008-09-20,100,9,0.031,0.739,190227,0.836,0,4,0.494,-4.433,1,0.0307,120.001,4,0.858,9,"Fall",1,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2008"
"1982","Luke Bryan","That's My Kind Of Night",2013-08-31,16,21,0.063,0.66,190187,0.754,0,4,0.1,-2.84,0,0.051,110.02,4,0.899,8,"Summer",7,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2013"
"1983","Luke Bryan","Sunrise, Sunburn, Sunset",2018-07-14,86,16,0.185,0.472,216093,0.884,0,9,0.178,-2.306,1,0.0584,159.96,4,0.718,7,"Summer",5,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"1984","Luke Bryan","All My Friends Say",2007-08-18,90,13,0.044,0.683,242800,0.9,0,9,0.177,-4.422,1,0.0333,117.036,4,0.962,8,"Summer",0,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2007"
"1985","Luke Bryan","Buzzkill",2013-03-23,74,2,0.029,0.52,217853,0.776,0,6,0.106,-4.787,1,0.0339,144.992,4,0.502,3,"Spring",6,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2013"
"1986","Luke Bryan","Do I",2009-09-19,86,20,0.257,0.581,239413,0.691,0,9,0.11,-5.33,1,0.0333,137.985,4,0.299,9,"Fall",2,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2009"
"1987","Luke Bryan","Drunk On You",2011-08-27,99,24,0.178,0.558,213547,0.872,0,9,0.173,-4.401,1,0.0449,143.971,4,0.472,8,"Summer",5,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2011"
"1988","Luke Bryan","Drink A Beer",2013-11-23,79,20,0.812,0.571,202627,0.43,7.99e-05,8,0.164,-7.439,1,0.0319,77.961,4,0.285,11,"Fall",7,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2013"
"1989","Luke Bryan","Roller Coaster",2014-08-02,88,20,0.034,0.599,259080,0.756,2.06e-05,8,0.174,-4.457,1,0.0363,107.995,4,0.282,8,"Summer",8,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2014"
"1990","Luke Bryan","Light It Up",2017-09-16,76,18,0.118,0.602,177306,0.929,0,6,0.103,-2.741,0,0.0839,130.024,4,0.677,9,"Fall",6,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2017"
"1991","Luke Bryan","Strip It Down",2015-08-08,81,20,0.392,0.629,241613,0.878,0,9,0.09,-3.535,1,0.0443,137.989,4,0.714,8,"Summer",10,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2015"
"1992","Luke Bryan","Most People Are Good",2018-02-10,94,18,0.174,0.582,221801,0.728,0,8,0.139,-6.151,1,0.0292,150.013,4,0.537,2,"Winter",6,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"1993","Luke Bryan","I Don't Want This Night To End",2011-10-15,90,23,0.028,0.616,219973,0.728,0,9,0.228,-4.02,0,0.0278,111.934,4,0.375,10,"Fall",5,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2011"
"1994","Luke Bryan","Rain Is A Good Thing",2010-04-10,91,20,0.105,0.622,176160,0.932,2.37e-06,11,0.328,-4.66,0,0.0498,108.051,4,0.519,4,"Spring",3,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2010"
"1995","Luke Bryan","Crash My Party",2013-04-27,18,21,0.031,0.526,234760,0.823,0,7,0.246,-4.03,1,0.0431,144.09,4,0.435,4,"Spring",6,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2013"
"1996","Luke Bryan","Kick The Dust Up",2015-06-06,26,20,0.197,0.596,190587,0.855,0,1,0.11,-2.255,1,0.0474,172.082,4,0.811,6,"Summer",9,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2015"
"1997","Luke Bryan","I See You",2014-12-13,89,19,0.088,0.661,185987,0.81,0,6,0.046,-3.363,1,0.0363,129.988,4,0.722,12,"Winter",7,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2014"
"1998","Luke Bryan","Kiss Tomorrow Goodbye",2012-09-08,92,20,0.006,0.571,203133,0.937,0,5,0.316,-3.467,0,0.0365,115.013,4,0.584,9,"Fall",6,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2012"
"1999","Luke Bryan","Move",2016-09-10,100,14,0.009,0.569,227413,0.946,0,5,0.09,-0.698,0,0.0808,103.991,4,0.778,9,"Fall",7,346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2016"
"2000","Luke Combs","One Number Away",2018-03-31,84,20,0.006,0.544,221800,0.781,0,6,0.191,-6.16,0,0.0311,144.075,4,0.527,3,"Spring",2,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"2001","Luke Combs","When It Rains It Pours",2017-08-19,85,20,0.013,0.551,240760,0.801,6.03e-06,6,0.265,-5.069,1,0.0303,128.027,4,0.625,8,"Summer",1,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2017"
"2002","Luke Combs","Beautiful Crazy",2018-05-19,97,6,0.676,0.552,193200,0.402,0,11,0.093,-7.431,1,0.0262,103.313,4,0.382,5,"Spring",3,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"2003","Luke Combs","Must've Never Met You",2018-06-16,81,1,0.01,0.455,198880,0.892,0,6,0.143,-3.218,1,0.0566,75.218,4,0.641,6,"Summer",4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"2004","Luke Combs","Hurricane",2017-03-04,96,22,0.015,0.464,222533,0.813,0,10,0.254,-6.185,1,0.0416,75.975,4,0.516,3,"Spring",0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2017"
"2005","Lupe Fiasco","The Show Goes On",2010-11-27,92,33,0.019,0.591,239613,0.889,0,7,0.155,-3.839,1,0.115,143.067,4,0.65,11,"Fall",0,355,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2010"
"2006","Luther Vandross","Take You Out",2001-07-21,98,17,0.437,0.526,290133,0.597,0,8,0.961,-8.932,1,0.193,86.222,4,0.385,7,"Summer",0,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2001"
"2007","Luther Vandross","I'd Rather",2002-09-14,98,20,0.345,0.599,293413,0.507,0,0,0.359,-7.818,1,0.0332,117.462,4,0.485,9,"Fall",1,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2002"
"2008","Lyfe Jennings","Must Be Nice",2005-05-28,99,20,0.657,0.446,233440,0.401,0,1,0.127,-11.232,1,0.382,82.942,4,0.647,5,"Spring",0,1897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"2009","Lyfe Jennings","S.E.X.",2006-08-05,99,20,0.31,0.501,198373,0.468,2.04e-06,8,0.092,-8.494,0,0.0507,105.769,4,0.712,8,"Summer",1,1897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"2010","M2M","Mirror Mirror",2000-04-01,87,18,0.218,0.696,200427,0.685,0,1,0.099,-5.53,0,0.0246,100.088,4,0.507,4,"Spring",1,4980,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2000"
"2011","M83.","Midnight City",2012-03-24,74,20,0.016,0.526,241440,0.712,0,11,0.179,-6.525,0,0.0356,105.009,4,0.32,3,"Spring",0,1567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"2012","Mac Miller","Smile Back",2011-11-26,55,1,0,0.533,162008,0.835,0,2,0.363,-6.551,1,0.159,151.289,4,0.228,11,"Fall",3,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"2013","Mac Miller","Hurt Feelings",2018-09-22,70,1,0.343,0.69,245640,0.462,0.00218,8,0.113,-8.054,1,0.13,157.655,4,0.325,9,"Fall",0,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018"
"2014","Mac Miller","Self Care",2018-09-22,33,3,0.367,0.52,345133,0.538,0.00187,1,0.119,-8.109,1,0.206,141.894,4,0.177,9,"Fall",0,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018"
"2015","Mac Miller","Party On Fifth Ave.",2011-11-19,90,6,0.064,0.594,173516,0.823,0,9,0.095,-5.21,1,0.332,97.101,4,0.663,11,"Fall",2,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"2016","Mac Miller","Loud",2012-05-05,53,2,0.004,0.635,170861,0.866,1.13e-05,1,0.391,-4.315,1,0.0402,140.013,4,0.254,5,"Spring",4,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"2017","Mac Miller","Frick Park Market",2011-09-03,60,2,0.022,0.593,197559,0.809,0,6,0.293,-5.643,1,0.0597,156.125,4,0.227,9,"Fall",1,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"2018","Mac Miller","Donald Trump",2011-06-11,99,7,0.034,0.676,164523,0.935,0,1,0.359,-4.97,0,0.176,162.996,4,0.809,6,"Summer",0,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"2019","Macy Gray","I Try",2000-02-19,68,27,0.313,0.593,239440,0.642,0.000582,2,0.08,-7.284,1,0.0299,76.403,4,0.736,2,"Winter",0,3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000"
"2020","Maddie & Tae","Fly",2015-08-01,92,14,0.606,0.512,217293,0.68,0,5,0.175,-4.112,1,0.0278,156.038,4,0.26,8,"Summer",1,1742,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"2015"
"2021","Maddie & Tae","Girl In A Country Song",2014-08-16,78,20,0.285,0.59,217840,0.908,0,8,0.36,-3.789,1,0.084,160.028,4,0.874,8,"Summer",0,1742,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"2014"
"2022","Madonna","Don't Tell Me",2000-12-09,78,21,0.043,0.703,270559,0.644,0.000920333333333333,7,0.096,-6.76,1,0.0566,100.018,4,0.694,12,"Winter",4,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2000"
"2023","Madonna","Die Another Day",2002-10-19,41,17,0.065,0.79,276673,0.787,0.002595,0,0.1,-5.69,0,0.0872,123.993,4,0.459,10,"Fall",2,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2002"
"2024","Madonna","Music",2000-08-12,41,24,0.001,0.735,224764,0.839,0.0847666666666667,7,0.193,-7.487,1,0.0685,119.81,4,0.853,8,"Summer",3,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2000"
"2025","Madonna","American Life",2003-04-05,90,8,0.044,0.787,297840,0.583,0,11,0.282,-7.16,0,0.176,101.96,4,0.706,4,"Spring",3,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2003"
"2026","Madonna","Sorry",2006-03-11,70,6,0.001,0.594,260313,0.864,0.082,0,0.147,-6.87,0,0.0392,132.977,4,0.436,3,"Spring",2,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"2027","Madonna","Hung Up",2005-11-05,20,20,0.004,0.645,337306,0.647,0.163,9,0.08,-7.633,0,0.0474,125.006,4,0.41,11,"Fall",1,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2005"
"2028","Madonna","Celebration",2009-08-22,71,1,0.074,0.637,215133,0.891,0.000622,11,0.069,-4.139,0,0.0345,126.002,4,0.933,8,"Summer",1,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"2029","Madonna","Give It 2 Me",2008-05-17,57,1,0.093,0.837,287907,0.954,0.000405,8,0.143,-3.512,0,0.0414,127.019,4,0.972,5,"Spring",2,1403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2008"
"2030","MAGIC!","Rude",2014-05-10,97,41,0.042,0.774,224840,0.756,0,1,0.305,-4.995,1,0.0389,144.032,4,0.931,5,"Spring",0,1451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014"
"2031","Mana","Labios Compartidos",2006-08-05,100,3,0.027,0.527,317627,0.898,0,0,0.069,-3.624,0,0.0367,162.058,4,0.462,8,"Summer",0,1971,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"2032","Mandy Moore","I Wanna Be With You",2000-06-17,69,17,0.01,0.518,252720,0.909,1.935e-05,8,0.44,-4.288,1,0.0358,150.065,4,0.627,6,"Summer",1,4145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2000"
"2033","Mannie Fresh","Real Big",2004-10-16,100,12,0.02,0.725,228827,0.867,0,7,0.276,-3.543,1,0.0874,97.013,4,0.568,10,"Fall",0,4468,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"2034","Marc Anthony","Vivir Mi Vida",2013-08-10,100,5,0.344,0.655,252347,0.877,0,0,0.349,-3.23,0,0.0344,105.017,4,0.893,8,"Summer",0,2424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"2035","Maren Morris","My Church",2016-02-13,91,20,0.243,0.517,197931,0.743,3.36e-06,9,0.107,-4.336,1,0.0363,76.979,4,0.664,2,"Winter",0,579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2016"
"2036","Maren Morris","80s Mercedes",2016-11-05,95,13,0.066,0.485,211767,0.834,0,9,0.28,-5.413,1,0.0715,90.933,4,0.659,11,"Fall",1,579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2016"
"2037","Maren Morris","Rich",2018-10-06,96,8,0.044,0.565,208893,0.855,0,5,0.32,-4.189,1,0.0557,74.98,4,0.852,10,"Fall",2,579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2018"
"2038","Maria Mena","You're The Only One",2004-06-12,88,4,0.009,0.676,164400,0.639,0,9,0.151,-4.166,1,0.032,123.913,4,0.286,6,"Summer",0,4538,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"2004"
"2039","Mariah Carey","I Want To Know What Love Is",2009-10-03,66,6,0.127,0.581,207133,0.453,2.77e-06,6,0.213,-6.087,1,0.0337,80.003,4,0.277,10,"Fall",2,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2009"
"2040","Mariah Carey","Infinity",2015-05-16,82,1,0.052,0.55,239800,0.805,3.12e-06,1,0.281,-4.327,1,0.0862,134.755,4,0.217,5,"Spring",1,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
